Item Id,Dublin Core:Subject,Dublin Core:Creator,Dublin Core:Identifier
92561,John Blackwood,George Eliot,2:324
92560,John Blackwood,George Eliot,2:309
92559,John Blackwood,George Eliot,2:381
92558,John Blackwood,George Eliot,2:300
92557,John Blackwood,George Eliot,2:375
92556,John Blackwood,George Eliot,2:385
92555,John Blackwood,George Eliot,2:459
92554,James Thomson,George Eliot,6:53
92553,James Sully,George Eliot,7:208
92552,James Sully,George Eliot,7:191
92551,James Sully,George Eliot,7:153
92550,James Sully,George Eliot,9:274
92549,James Sully,George Eliot,9:271
92548,James Sully,George Eliot,7:198
92547,James Sully,George Eliot,9:272
92546,James Sully,George Eliot,7:265
92545,James Sully,George Eliot,9:301
92544,James Sully,George Eliot,6:333
92543,James Holden,George Eliot,8:449
92542,James Harwood,George Eliot,9:215
92541,James Anthony Froude,George Eliot,3:35
92540,James A. H. Murray,George Eliot,9:278
92539,Isaac Pearson Evans,George Eliot,2:317
92538,Isaac Pearson Evans,George Eliot,7:287
92537,Isaac Pearson Evans,George Eliot,8:155
92536,Isaac Pearson Evans,George Eliot,2:331
92535,Isa Craig,George Eliot,8:353
92534,Isa Craig,George Eliot,8:369
92533,Hugh Atkins,George Eliot,5:279
92532,Herbert Spencer,George Eliot,7:172
92531,Herbert Spencer,George Eliot,9:270
92530,Herbert Spencer,George Eliot,8:247
92529,Herbert Spencer,George Eliot,7:348
92528,Herbert Spencer,George Eliot,8:42
92527,Herbert Spencer,George Eliot,8:50
92526,Herbert Spencer,George Eliot,8:61
92525,Herbert Spencer,George Eliot,8:56
92524,Henry Samuel King,George Eliot,4:95
92523,Henry Doul,George Eliot,7:52
92522,Henry Cromp,George Eliot,5:19
92521,Henry Cromp,George Eliot,8:435
92520,Hedwig Sauppe,George Eliot,4:130
92519,Harris (The Builder),George Eliot,9:263
92518,Harriet Beecher S,George Eliot,5:71
92517,Haim Guedalla,George Eliot,6:288
92516,Haim Guedalla,George Eliot,6:288
92515,Gustav Adolf Scholl,George Eliot,2:182
92514,Grace and Amelia Lee,George Eliot,8:319
92513,George Smith,George Eliot,7:328
92512,George Smith,George Eliot,4:138
92511,George Smith,George Eliot,4:174
92510,George Smith,George Eliot,7:247
92509,George Smith,George Eliot,4:377
92508,George Smith,George Eliot,4:324
92507,George Smith,George Eliot,9:184
92506,George Smith,George Eliot,6:107
92505,George Smith,George Eliot,4:50
92504,George Smith,George Eliot,4:391
92503,George Smith,George Eliot,4:233
92502,George Smith,George Eliot,9:294
92501,George Smith,George Eliot,4:78
92500,George Smith,George Eliot,4:48
92499,George Smith,George Eliot,4:51
92498,George Smith,George Eliot,8:416
92497,George Smith,George Eliot,8:396
92496,George Simpson,George Eliot,6:42
92495,George Simpson,George Eliot,5:345
92494,George Simpson,George Eliot,6:30
92493,George James Howard,George Eliot,9:13
92492,George Jacob Holyoake,George Eliot,7:193
92491,George Grove,George Eliot,9:173
92490,George Croom Robertson,George Eliot,9:60
92489,George Croom Robertson,George Eliot,9:75
92488,George Combe,George Eliot,8:106
92487,George Combe,George Eliot,8:111
92486,George Combe,George Eliot,8:76
92485,George Combe,George Eliot,8:75
92484,George Combe,George Eliot,8:46
92483,George Combe,George Eliot,8:94
92482,George Combe,George Eliot,8:37
92481,George Combe,George Eliot,8:104
92480,George Combe,George Eliot,8:49
92479,George Combe,George Eliot,8:89
92478,George Combe,George Eliot,8:33
92477,George Combe,George Eliot,8:97
92476,George Combe,George Eliot,8:93
92475,George Combe,George Eliot,8:78
92474,George Combe,George Eliot,8:92
92473,George Combe,George Eliot,8:69
92472,George Combe,George Eliot,8:95
92471,George Combe,George Eliot,8:43
92470,George Combe,George Eliot,8:85
92469,George Combe,George Eliot,8:68
92468,George Combe,George Eliot,8:87
92467,George Combe,George Eliot,8:92
92466,George Combe,George Eliot,8:71
92465,George Combe,George Eliot,8:91
92464,George Combe,George Eliot,8:73
92463,George Combe,George Eliot,8:67
92462,George Combe,George Eliot,8:65
92461,George Combe,George Eliot,8:90
92460,George Combe,George Eliot,8:47
92459,George Combe,George Eliot,8:88
92458,George Combe,George Eliot,8:35
92457,George Combe,George Eliot,8:80
92456,George Combe,George Eliot,8:40
92455,George Combe,George Eliot,8:64
92454,George Combe,George Eliot,8:60
92453,George Combe,George Eliot,8:59
92452,George Combe,George Eliot,8:55
92451,George Combe,George Eliot,8:50
92450,George Combe,George Eliot,8:48
92449,George Bancroft,George Eliot,6:67
92448,Frederick Locker,George Eliot,6:122
92447,Frederick Locker,George Eliot,9:33
92446,Frederick Locker,George Eliot,6:135
92445,Frederick Locker,George Eliot,5:227
92444,Frederick Locker,George Eliot,5:103
92443,Frederick Locker,George Eliot,7:14
92442,Frederick Lehmann,George Eliot,4:240
92441,Frederick Lehmann,George Eliot,8:385
92440,Frederick Denison Maurice,George Eliot,4:471
92439,Frederic William Bur,George Eliot,8:480
92438,Frederic W. H. Myers,George Eliot,9:286
92437,Frederic W. H. Myers,George Eliot,9:68
92436,Frederic W. H. Myers,George Eliot,9:90
92435,Frederic W. H. Myers,George Eliot,9:95
92434,Frederic W. H. Myers,George Eliot,9:201
92433,Frederic W. H. Myers,George Eliot,9:103
92432,Frederic Leigh,George Eliot,4:41
92431,Frederic Leigh,George Eliot,4:41
92430,Frederic Leigh,George Eliot,4:40
92429,Frederic Leigh,George Eliot,4:39
92428,Frederic Leigh,George Eliot,4:63
92427,Frederic Leigh,George Eliot,4:55
92426,Frederic Harrison,George Eliot,6:387
92425,Frederic Harrison,George Eliot,7:161
92424,Frederic Harrison,George Eliot,4:231
92423,Frederic Harrison,George Eliot,5:145
92422,Frederic Harrison,George Eliot,6:152
92421,Frederic Harrison,George Eliot,6:149
92420,Frederic Harrison,George Eliot,4:215
92419,Frederic Harrison,George Eliot,4:257
92418,Frederic Harrison,George Eliot,6:111
92417,Frederic Harrison,George Eliot,4:395
92416,Frederic Harrison,George Eliot,6:110
92415,Frederic Harrison,George Eliot,5:43
92414,Frederic Harrison,George Eliot,4:214
92413,Frederic Harrison,George Eliot,4:295
92412,Frederic Harrison,George Eliot,6:100
92411,Frederic Harrison,George Eliot,7:227
92410,Frederic Harrison,George Eliot,9:155
92409,Frederic Harrison,George Eliot,4:249
92408,Frederic Harrison,George Eliot,6:439
92407,Frederic Harrison,George Eliot,4:447
92406,Frederic Harrison,George Eliot,4:221
92405,Frederic Harrison,George Eliot,5:421
92404,Frederic Harrison,George Eliot,6:148
92403,Frederic Harrison,George Eliot,6:126
92402,Frederic Harrison,George Eliot,4:239
92401,Frederic Harrison,George Eliot,6:151
92400,Frederic Harrison,George Eliot,5:75
92399,Frederic Harrison,George Eliot,4:300
92398,Frederic Harrison,George Eliot,7:260
92397,Frederic Harrison,George Eliot,4:219
92396,Frederic Harrison,George Eliot,4:238
92395,Frederic Harrison,George Eliot,4:237
92394,Frederic Harrison,George Eliot,6:147
92393,Frederic Harrison,George Eliot,6:105
92392,Frederic Harrison,George Eliot,4:262
92391,Frederic Harrison,George Eliot,4:261
92390,Frederic Harrison,George Eliot,4:448
92389,Frederic Harrison,George Eliot,4:259
92388,Frederic Harrison,George Eliot,7:261
92387,Frederic Harrison,George Eliot,4:343
92386,Frederic Harrison,George Eliot,4:255
92385,Frederic Harrison,George Eliot,4:256
92384,Frau Karl von Siebold,George Eliot,5:157
92383,Frau Karl Von Siebold,George Eliot,2:468
92382,Frau Karl Theodor Ernst von Siebold,George Eliot,3:448
92381,Francois D'Albert-Durade,George Eliot,7:333
92380,Francois D'Albert-Durade,George Eliot,7:46
92379,Francois D'Albert-Durade,George Eliot,3:257
92378,Francois D'Albert-Durade,George Eliot,3:230
92377,Francois D'albert-Durade,George Eliot,3:255
92376,Francois D'Albert-Durade,George Eliot,3:346
92375,Francois D'albert-Durade,George Eliot,3:186
92374,Francois D'Albert-Durade,George Eliot,3:300
92373,Francois D'Albert-Durade,George Eliot,8:263
92372,Francois D'Albert-Durade,George Eliot,7:115
92371,"Francois D'Albert-Durade,",George Eliot,3:258
92370,"Francois D'Albert-Durade,",George Eliot,3:361
92369,Francois D'Albert-Durade,George Eliot,4:46
92368,Francois D'Albert-Durade,George Eliot,4:80
92367,Francois D'albert-Durade,George Eliot,5:320
92366,Francois D'Albert-Durade,George Eliot,4:418
92365,Francois D'Albert-Durade,George Eliot,5:241
92364,Francois D'Albert-Durade,George Eliot,4:116
92363,Francois D'Albert-Durade,George Eliot,4:68
92362,Francois D'Albert-Durade,George Eliot,4:67
92361,Francois D'Albert-Durade,George Eliot,7:256
92360,Francois D'Albert-Durade,George Eliot,6:427
92359,Francois D'Albert-Durade,George Eliot,5:134
92358,Francois D'Albert-Durade,George Eliot,3:447
92357,Francois D'Albert-Durade,George Eliot,7:226
92356,Francois D'albert-Durade,George Eliot,5:141
92355,Francois D'Albert-Durade,George Eliot,4:153
92354,Francois D'Albert-Durade,George Eliot,4:59
92353,Francois D'Albert-Durade,George Eliot,6:24
92352,Francois D'Albert-Durade,George Eliot,4:310
92351,Francois D'Albert-Durade,George Eliot,5:392
92350,Francois D'Albert-Durade,George Eliot,6:129
92349,Francois D'Albert-Durade,George Eliot,6:276
92348,Francois D'Albert-Durade,George Eliot,4:3
92347,Francois D'Albert-Durade,George Eliot,4:93
92346,Francois D'Albert-Durade,George Eliot,4:210
92345,Francois D'Albert-Durade,George Eliot,3:425
92344,Francois D'Albert-Durade,George Eliot,5:186
92343,Francois D'Albert-Durade,George Eliot,6:173
92342,Francois D'Albert-Durade,George Eliot,4:175
92341,Francois D'Albert-Durade,George Eliot,4:358
92340,Francois D'Albert-Durade,George Eliot,4:464
92339,Francois D'albert-Durade,George Eliot,3:373
92338,Francois D'Albert-Durade,George Eliot,5:427
92337,Francois D'Albert-Durade,George Eliot,3:309
92336,Francois D'albert Durade,George Eliot,9:8
92335,Francis Watts,George Eliot,1:89 - 168
92334,Francis Watts,George Eliot,1:89 - 168
92333,Francis Watts,George Eliot,1:89 - 168
92332,Francis Watts,George Eliot,1:89 - 168
92331,Francis Watts,George Eliot,1:89 - 168
92330,Francis Watts,George Eliot,1:89 - 168
92329,Francis Otter,George Eliot,6:117
92328,Florence Cross,George Eliot,7:285
92327,Florence Cross,George Eliot,7:309
92326,Florence Cross,George Eliot,7:166
92325,"Fields, Osgood and Co.",George Eliot,5:38
92324,Emily Susannah Clarke,George Eliot,6:277
92323,Emily Susannah Clarke,George Eliot,6:150
92322,Emily Southwood Hill,George Eliot,5:284
92321,Emily Faithfull,George Eliot,5:429
92320,Emily Faithfull,George Eliot,4:77
92319,Emily Davies,George Eliot,4:467
92318,Emily Davies,George Eliot,8:469
92317,Emily Davies,George Eliot,8:414
92316,Emily Davies,George Eliot,8:440
92315,Emily Davies,George Eliot,8:435
92314,Emily Davies,George Eliot,9:5
92313,Emily Davies,George Eliot,8:468
92312,Emily Davies,George Eliot,4:399
92311,Emily Davies,George Eliot,8:408
92310,Emily Davies,George Eliot,8:434
92309,Emily Davies,George Eliot,8:428
92308,Emily Davies,George Eliot,8:411
92307,Emily Davies,George Eliot,4:401
92306,Emily Davies,George Eliot,8:427
92305,Emily Cross,George Eliot,6:116
92304,Emanuel Deutsch,George Eliot,4:446
92303,Emanuel Deutsch,George Eliot,5:73
92302,Emanuel Deutsch,George Eliot,4:409
92301,Emanuel Deutsch,George Eliot,5:115
92300,Emanuel Deutsch,George Eliot,4:440
92299,Emanuel Deutsch,George Eliot,5:39
92298,Emanuel Deutsch,George Eliot,4:384
92297,Elizabeth Stuart Phelps,George Eliot,7:317
92296,Elizabeth Stuart Phelps,George Eliot,6:163
92295,Elizabeth Stuart Phelps,George Eliot,5:388
92294,Elizabeth Stuart Phelps,George Eliot,6:317
92293,Elizabeth Stuart Phelps,George Eliot,6:417
92292,Elizabeth Stuart Phelps,George Eliot,7:133
92291,Eliza Eborall,George Eliot,8:250
92290,Eliza Eborall,George Eliot,7:356
92289,Elinor Mary Bray,George Eliot,1:341 - 378
92288,Eleanor Cross,George Eliot,7:337
92287,Eleanor Cross,George Eliot,7:336
92286,Eleanor Cross,George Eliot,7:273
92285,Eleanor Cross,George Eliot,7:266
92284,Eleanor Cross,George Eliot,7:256
92283,Eleanor Cross,George Eliot,7:260
92282,Eleanor Cross,George Eliot,7:259
92281,Edward F. S. Pigott,George Eliot,8:320
92280,Edward F. S. Pigott,George Eliot,8:209
92279,Edward Clodd,George Eliot,7:241
92278,Edward Burne-Jones,George Eliot,6:368
92277,Edward Burne-Jones,George Eliot,5:390
92276,Edward Bruce Hamley,George Eliot,5:134
92275,Edward Augustus Bond,George Eliot,6:31
92274,Edmund Evans,George Eliot,7:215
92273,Edith Harriet Kittermaster,George Eliot,1:3-86
92272,Edith Harriet Kittermaster,George Eliot,8:8
92271,Edith Harriet Kittermaster,George Eliot,1:89 - 168
92270,Dr. Joseph Frank Payne,George Eliot,6:216
92269,David Kaufmann,George Eliot,6:378
92268,David Kaufmann,George Eliot,7:137
92267,David Kaufmann,George Eliot,6:404
92266,Dante Gabriel Rossetti,George Eliot,5:93
92265,Dante Gabriel Rossetti,George Eliot,5:78
92264,Courtney Stanhope Kenny,George Eliot,9:61
92263,Clifford Allbutt,George Eliot,4:499
92262,Clifford Allbutt,George Eliot,4:471
92261,Charles Warren S,George Eliot,9:105
92260,Charles Villiers Stanford,George Eliot,9:97
92259,Charles V. Stanford,George Eliot,8:476
92258,Charles Ritter,George Eliot,6:394
92257,Charles Ritter,George Eliot,6:409
92256,Charles Ritter,George Eliot,7:56
92255,Charles Ritter,George Eliot,6:385
92254,Charles Ritter,George Eliot,6:109
92253,Charles Ritter,George Eliot,7:27
92252,Charles Ritter,George Eliot,5:373
92251,Charles Ritter,George Eliot,5:287
92250,Charles Lee Lewes,George Eliot,7:318
92249,Charles Lee Lewes,George Eliot,7:158
92248,Charles Lee Lewes,George Eliot,7:190
92247,Charles Lee Lewes,George Eliot,7:156
92246,Charles Lee Lewes,George Eliot,7:175
92245,Charles Lee Lewes,George Eliot,7:205
92244,Charles Lee Lewes,George Eliot,7:318
92243,Charles Lee Lewes,George Eliot,7:187
92242,Charles Lee Lewes,George Eliot,7:327
92241,Charles Lee Lewes,George Eliot,7:216
92240,Charles Lee Lewes,George Eliot,7:184
92239,Charles Lee Lewes,George Eliot,7:201
92238,Charles Lee Lewes,George Eliot,7:325
92237,Charles Lee Lewes,George Eliot,7:167
92236,Charles Lee Lewes,George Eliot,7:311
92235,Charles Lee Lewes,George Eliot,7:193
92234,Charles Lee Lewes,George Eliot,7:161
92233,Charles Lee Lewes,George Eliot,7:178
92232,Charles Lee Lewes,George Eliot,7:217
92231,Charles Lee Lewes,George Eliot,7:177
92230,Charles Lee Lewes,George Eliot,7:213
92229,Charles Lee Lewes,George Eliot,7:179
92228,Charles Lee Lewes,George Eliot,7:304
92227,Charles Lee Lewes,George Eliot,5:110
92226,Charles Lee Lewes,George Eliot,3:177
92225,Charles Lee Lewes,George Eliot,3:242
92224,Charles Lee Lewes,George Eliot,3:125
92223,Charles Lee Lewes,George Eliot,3:215
92222,Charles Lee Lewes,George Eliot,7:293
92221,Charles Lee Lewes,George Eliot,5:149
92220,Charles Lee Lewes,George Eliot,5:154
92219,Charles Lee Lewes,George Eliot,5:161
92218,Charles Lee Lewes,George Eliot,7:276
92217,Charles Lee Lewes,George Eliot,4:90
92216,Charles Lee Lewes,George Eliot,3:408
92215,Charles Lee Lewes,George Eliot,7:288
92214,Charles Lee Lewes,George Eliot,3:451
92213,Charles Lee Lewes,George Eliot,7:306
92212,Charles Lee Lewes,George Eliot,4:29
92211,Charles Lee Lewes,George Eliot,7:338
92210,Charles Lee Lewes,George Eliot,5:135
92209,Charles Lee Lewes,George Eliot,5:72
92208,Charles Lee Lewes,George Eliot,6:184
92207,Charles Lee Lewes,George Eliot,4:420
92206,Charles Lee Lewes,George Eliot,7:222
92205,Charles Lee Lewes,George Eliot,7:143
92204,Charles Lee Lewes,George Eliot,4:478
92203,Charles Lee Lewes,George Eliot,7:224
92202,Charles Lee Lewes,George Eliot,7:282
92201,Charles Lee Lewes,George Eliot,4:20
92200,Charles Lee Lewes,George Eliot,4:26
92199,Charles Lee Lewes,George Eliot,7:329
92198,Charles Lee Lewes,George Eliot,7:106
92197,Charles Edward Apple,George Eliot,6:4
92196,Charles Edward Apple,George Eliot,6:3
92195,Charles Edward Apple,George Eliot,5:473
92194,Charles Darwin,George Eliot,9:87
92193,Charles Christian Hennell,George Eliot,1:171 - 219
92192,Charles Bray,George Eliot,3:147
92191,Charles Bray,George Eliot,2:178
92190,Charles Bray,George Eliot,2:170
92189,Charles Bray,George Eliot,3:110
92188,Charles Bray,George Eliot,3:213
92187,Charles Bray,George Eliot,3:120
92186,Charles Bray,George Eliot,3:135
92185,Charles Bray,George Eliot,3:154
92184,Charles Bray,George Eliot,3:325
92183,Charles Bray,George Eliot,3:323
92182,Charles Bray,George Eliot,3:241
92181,Charles Bray,George Eliot,3:27
92180,Charles Bray,George Eliot,3:162
92179,Charles Bray,George Eliot,3:91
92178,Charles Bray,George Eliot,3:210
92177,Charles Bray,George Eliot,3:155
92176,Charles Bray,George Eliot,3:87
92175,Charles Bray,George Eliot,2:260
92174,Charles Bray,George Eliot,2:113
92173,Charles Bray,George Eliot,1:223 - 285
92172,Charles Bray,George Eliot,2:116
92171,CHARLES BRAY,George Eliot,1:223 - 285
92170,Charles Bray,George Eliot,2:262
92169,Charles Bray,George Eliot,2:234
92168,Charles Bray,George Eliot,2:443
92167,Charles Bray,George Eliot,2:396
92166,Charles Bray,George Eliot,2:284
92165,Charles Bray,George Eliot,2:279
92164,Charles Bray,George Eliot,2:232
92163,Charles Bray,George Eliot,2:440
92162,Charles Bray,George Eliot,2:510
92161,Charles Bray,George Eliot,2:414
92160,Charles Bray,George Eliot,2:221
92159,Charles Bray,George Eliot,8:146
92158,Charles Bray,George Eliot,2:402
92157,Charles Bray,George Eliot,2:490
92156,Charles Bray,George Eliot,2:261
92155,Charles Bray,George Eliot,2:224
92154,Charles Bray,George Eliot,2:267
92153,Charles Bray,George Eliot,2:218
92152,Charles Bray,George Eliot,2:235
92151,CHARLES BRAY,George Eliot,1:341 - 378
92150,Charles Bray,George Eliot,2:139
92149,Charles Bray,George Eliot,7:342
92148,Charles Bray,George Eliot,2:122
92147,Charles Bray,George Eliot,4:72
92146,Charles Bray,George Eliot,4:173
92145,Charles Bray,George Eliot,2:73
92144,Charles Bray,George Eliot,3:446
92143,Charles Bray,George Eliot,4:496
92142,Charles Bray,George Eliot,2:17
92141,Charles Bray,George Eliot,2:11
92140,Charles Bray,George Eliot,4:81
92139,Charles Bray,George Eliot,2:146
92138,Charles Bray,George Eliot,4:169
92137,Charles Bray,George Eliot,5:399
92136,Charles Bray,George Eliot,3:439
92135,Charles Bray,George Eliot,4:371
92134,Charles Bray,George Eliot,2:136
92133,Charles Bray,George Eliot,2:199
92132,Charles Bray,George Eliot,2:131
92131,CHARLES BRAY,George Eliot,1:341 - 378
92130,Charles Bray,George Eliot,2:161
92129,Charles Bray,George Eliot,2:71
92128,Charles Bray,George Eliot,2:71
92127,Charles Bray,George Eliot,2:123
92126,Charles Bray,George Eliot,2:94
92125,Charles Bray,George Eliot,2:121
92124,Charles Bray,George Eliot,2:158
92123,Charles Bray,George Eliot,2:82
92122,Charles Bray,George Eliot,2:6
92121,Charles Bray,George Eliot,2:26
92120,Charles Bray,George Eliot,2:165
92119,Charles Bray,George Eliot,2:252
92118,Charles Bray,George Eliot,3:391
92117,Charles Bray,George Eliot,1:289 - 338
92116,Charles Bray,George Eliot,1:289 - 338
92115,Charles Bray,George Eliot,1:289 - 338
92114,Charles Bray,George Eliot,2:200
92113,Charles Bray,George Eliot,2:204
92112,Charles Bray,George Eliot,2:202
92111,Charles Bray,George Eliot,2:209
92110,Charles Bray,George Eliot,2:215
92109,Charles Bray,George Eliot,2:201
92108,Charles Bray,George Eliot,2:197
92107,Charles Bray,George Eliot,2:46
92106,Charles Bray,George Eliot,2:42
92105,Charles Bray,George Eliot,2:50
92104,Charles Bray,George Eliot,2:43
92103,Charles Bray,George Eliot,2:188
92102,Charles Bray,George Eliot,2:184
92101,Charles Bray,George Eliot,2:183
92100,Charles Bray,George Eliot,3:168
92099,Charles Bray,George Eliot,3:326
92098,Charles Bray,George Eliot,2:287
92097,Charles Bray,George Eliot,2:442
92096,Charles Bray,George Eliot,2:279
92095,Charles Bray,George Eliot,2:37
92094,Charles Bray,George Eliot,2:14
92093,Charles Bray,George Eliot,2:79
92092,CHARLES BRAY,George Eliot,1:341 - 378
92091,Charles Bray,George Eliot,2:8
92090,Charles Bray,George Eliot,2:79
92089,Charles Bray,George Eliot,2:38
92088,Charles Bray,George Eliot,2:101
92087,Charles Bray,George Eliot,2:83
92086,Charles Bray,George Eliot,2:83
92085,Charles Bray,George Eliot,2:73
92084,Charles Bray,George Eliot,2:56
92083,Charles Bray,George Eliot,2:93
92082,Charles Bray,George Eliot,2:81
92081,Charles Bray,George Eliot,2:125
92080,Charles Bray,George Eliot,1:223 - 285
92079,Charles Bray,George Eliot,8:12
92078,Catherine H. Spence,George Eliot,9:181
92077,Carl Adolf Buchheim,George Eliot,8:415
92076,Blanche Southwood Lewes,George Eliot,7:186
92075,Bessie Rayner Parkes,George Eliot,2:173
92074,Bessie Rayner Parkes,George Eliot,3:133
92073,Bessie Rayner Parkes,George Eliot,2:109
92072,Bessie Rayner Parkes,George Eliot,2:115
92071,Bessie Rayner Parkes,George Eliot,2:495
92070,Bessie Rayner Parkes,George Eliot,2:235
92069,Bessie Rayner Parkes,George Eliot,2:428
92068,Bessie Rayner Parkes,George Eliot,2:431
92067,Bessie Rayner Parkes,George Eliot,2:231
92066,Bessie Rayner Parkes,George Eliot,2:379
92065,Bessie Rayner Parkes,George Eliot,2:436
92064,Bessie Rayner Parkes,George Eliot,2:384
92063,Bessie Rayner Parkes,George Eliot,4:131
92062,Bessie Rayner Parkes,George Eliot,2:141
92061,Bessie Rayner Parkes,George Eliot,4:186
92060,Bessie Rayner Parkes,George Eliot,2:135
92059,Bessie Rayner Parkes,George Eliot,2:134
92058,Bessie Rayner Parkes,George Eliot,8:307
92057,Bessie Rayner Parkes,George Eliot,4:196
92056,Bessie Rayner Parkes,George Eliot,2:151
92055,Bessie Rayner Parkes,George Eliot,2:143
92054,Bessie Rayner Parkes,George Eliot,4:86
92053,Bessie Rayner Parkes,George Eliot,4:114
92052,Bessie Rayner Parkes,George Eliot,4:85
92051,Bessie Rayner Parkes,George Eliot,2:108
92050,Bessie Rayner Parkes,George Eliot,4:44
92049,Bessie Rayner Parkes,George Eliot,2:99
92048,Bessie Rayner Parkes,George Eliot,2:108
92047,Bessie Rayner Parkes,George Eliot,2:128
92046,Bessie Rayner Parkes,George Eliot,2:107
92045,Bessie Rayner Parkes,George Eliot,2:7
92044,Bessie Rayner Parkes,George Eliot,8:317
92043,Bessie Rayner Parkes,George Eliot,2:89
92042,Bessie Rayner Parkes,George Eliot,4:146
92041,Bessie Rayner Parkes,George Eliot,2:138
92040,Bessie Rayner Parkes,George Eliot,2:74
92039,Bessie Rayner Parkes,George Eliot,8:46
92038,Bessie Rayner Parkes,George Eliot,4:114
92037,Bessie Rayner Parkes,George Eliot,2:35
92036,Bessie Rayner Parkes,George Eliot,2:200
92035,Bessie Rayner Parkes,George Eliot,2:30
92034,Bessie Rayner Parkes,George Eliot,2:136
92033,Bessie Rayner Parkes,George Eliot,2:365
92032,Bessie Rayner Parkes,George Eliot,2:195
92031,Bessie Rayner Parkes,George Eliot,2:64
92030,Bessie Rayner Parkes,George Eliot,2:100
92029,Bessie Rayner Parkes,George Eliot,2:44
92028,Bessie Rayner Parkes,George Eliot,2:32
92027,Bessie Rayner Parkes,George Eliot,2:26
92026,Benjamin Jowett,George Eliot,9:196
92025,Benjamin Jowett,George Eliot,5:408
92024,Barbara Leigh Smith,George Eliot,2:107
92023,Barbara Leigh Smith,George Eliot,2:254
92022,Asher Isaac Myers,George Eliot,7:95
92021,Arthur Helps,George Eliot,4:417
92020,Anthony Trollope,George Eliot,4:296
92019,Anthony Trollope,George Eliot,4:110
92018,Annie Leigh Smith,George Eliot,8:238
92017,Anne Isabella Thackeray,George Eliot,5:235
92016,Andrew Clark,George Eliot,9:268
92015,Andrew Clark,George Eliot,9:186
92014,Alice Welling,George Eliot,5:367
92013,Alice Helps,George Eliot,7:310
92012,Alice Helps,George Eliot,6:149
92011,Alice Helps,George Eliot,9:121
92010,Alice Helps,George Eliot,6:194
92009,Alice Helps,George Eliot,9:302
92008,Alice Helps,George Eliot,6:35
92007,Alice Helps,George Eliot,9:139
92006,Alice Helps,George Eliot,9:124
92005,Alice Helps,George Eliot,5:398
92004,Alice Helps,George Eliot,6:32
92003,Alice Helps,George Eliot,9:122
92002,Alexander Main,George Eliot,5:174
92001,Alexander Main,George Eliot,5:212
92000,Alexander Main,George Eliot,5:366
91999,Alexander Main,George Eliot,5:382
91998,Alexander Main,George Eliot,5:323
91997,Alexander Main,George Eliot,6:431
91996,Alexander Main,George Eliot,5:182
91995,Alexander Main,George Eliot,5:260
91994,Alexander Main,George Eliot,6:146
91993,Alexander Main,George Eliot,5:239
91992,Alexander Main,George Eliot,5:404
91991,Alexander Main,George Eliot,6:244
91990,Alexander Main,George Eliot,6:106
91989,Alexander Main,George Eliot,6:433
91988,Alexander Main,George Eliot,5:325
91987,Alexander Main,George Eliot,6:7
91986,Alexander Main,George Eliot,5:309
91985,Alexander Main,George Eliot,6:49
91984,Alexander Main,George Eliot,5:184
91983,Alexander Main,George Eliot,5:417
91982,Alexander Main,George Eliot,5:358
91981,Alexander Main,George Eliot,5:439
91980,Alexander Main,George Eliot,5:175
91979,Alexander Macmillan,George Eliot,6:376
91978,Alexander Macmillan,George Eliot,6:416
91977,Alexander Macmillan,George Eliot,6:88
91976,Alexander Macmillan,George Eliot,9:102
91975,Alexander Macmillan,George Eliot,5:444
91974,Alexander Macmillan,George Eliot,5:434
91973,Albert George Dew-Smith,George Eliot,9:273
91972,Albert Druce,George Eliot,7:266
91971,Albert Cohn,George Eliot,6:14
91970,Abraham Benisch,George Eliot,6:316
91969,[Thomas Henderson],George Eliot,9:240
91968,[The Royal Academy],George Eliot,9:94
91967,[Robert Hogarth Patterson],George Eliot,8:417
91966,[Mrs. Nassau John Senior],George Eliot,5:57
91965,[Mrs. Charles Bray],George Eliot,4:404
91964,[Mrs. C. T. Simpson],George Eliot,6:363
91963,[Martha Jackson?],George Eliot,1:3-86
91962,[Herbert Spencer?],George Eliot,5:188
91961,[George Simpson?],George Eliot,5:264
91960,[George Simpson?],George Eliot,4:487
91959,[George Simpson?],George Eliot,6:58
91958,[George Lillie Craik],George Eliot,4:69
91957,[George Dransfield Brown],George Eliot,5:339
91956,[Emanuel Deutsch?],George Eliot,5:160
91955,[Edward Burne-Jones],George Eliot,9:91
91954,[E. F. S. Pigott],George Eliot,2:398
91953,[?],George Eliot,9:22
91952,[?],George Eliot,9:41
91951,[?],George Eliot,9:13
91950,[?],George Eliot,8:385
91949,[?],George Eliot,6:175
91948,'e9mile Mont'e9gut,George Eliot,3:109
91947,U,Ge Journal,2:169
91946,U,Ge Journal,3:205
91945,U,Ge Journal,2:418
91944,U,Ge Journal,2:406
91943,U,Ge Journal,2:502
91942,U,Ge Journal,2:435
91941,U,Ge Journal,2:430
91940,U,Ge Journal,2:415
91939,U,Ge Journal,2:434
91938,U,Ge Journal,4:106
91937,U,Ge Journal,2:367
91936,U,Ge Journal,5:99
91935,U,Ge Journal,4:166
91934,U,Ge Journal,4:174
91933,U,Ge Journal,4:233
91932,U,Ge Journal,4:83
91931,U,Ge Journal,5:11
91930,U,Ge Journal,4:485
91929,U,Ge Journal,6:439
91928,U,Ge Journal,5:127
